Employee_ID,Full_Name,Age,Gender,Join_Date,Department,Salary,Location,Performance_Score
3372,Person_32,33.0,Male,invalid_date,IT,70000.0,san francisco,92.0
3373,Person_23,25.0,Female,2014/11/09,Marketing,67000.0,New York,78.0
3374,Person_35,45.0,Female,01-10-2020,Finance,75000.0,New York,
3375,Person_29,25.0,Female,2023/05/17,IT,,los angeles,
3376,Noah Wilson,999.0,,2018/01/09,Finance,67000.0,Los Angeles,
3377,Person_51,25.0,Female,invalid_date,Marketing,75000.0,San Francisco,
3378,Liam Brown,30.0,Female,invalid_date,HR,0.0,san francisco,
3379,Person_30,,,01-11-2014,Marketing,0.0,new york,78.0
3380,Person_47,999.0,Female,31-08-2018,Marketing,0.0,new york,88.0
3381,Isabella Garcia,999.0,Fmale,invalid_date,Sales,0.0,new york,92.0
3382,Person_60,999.0,Female,14-05-2021,Marketing,0.0,New York,
3383,Person_54,27.0,Female,invalid_date,Finance,67000.0,los angeles,78.0
3384,Person_47,27.0,Male,2022/12/31,Sales,75000.0,new york,78.0
3385,Olivia Davis,27.0,,invalid_date,IT,,san francisco,85.0
3386,Person_53,25.0,Female,2020/03/27,IT,,san francisco,
3387,Person_31,45.0,,2016-05-12,IT,75000.0,los angeles,
3388,Person_24,25.0,Fmale,2023/03/06,marketing,75000.0,Los Angeles,90.0
3389,Person_55,999.0,Fmale,invalid_date,Sales,67000.0,New York,90.0
3390,Person_22,999.0,,2020/11/14,Marketing,70000.0,san francisco,78.0
3391,Person_38,33.0,Female,invalid_date,HR,,,
3392,Person_29,999.0,Female,invalid_date,Finance,75000.0,san francisco,
3393,Person_54,,Fmale,invalid_date,Marketing,70000.0,New York,88.0
3394,Person_45,25.0,Male,2017/10/03,HR,67000.0,new york,88.0
3395,Person_55,45.0,Fmale,02-07-2020,marketing,0.0,New York,88.0
3396,Harper Wright,27.0,Male,invalid_date,Sales,67000.0,new york,90.0
3397,Person_33,29.0,,invalid_date,Marketing,75000.0,New York,
3398,Person_57,,Fmale,invalid_date,marketing,70000.0,los angeles,90.0
3399,Person_47,,,invalid_date,marketing,,Los Angeles,78.0
3400,Person_31,,Fmale,invalid_date,Marketing,67000.0,Los Angeles,90.0
3401,Person_50,27.0,Female,11-11-2015,Finance,62000.0,Los Angeles,85.0
3402,Liam Brown,29.0,Male,invalid_date,IT,62000.0,New York,85.0
3403,Person_46,29.0,Male,invalid_date,Marketing,75000.0,new york,
3404,Person_28,33.0,Fmale,invalid_date,marketing,75000.0,san francisco,85.0
3405,Person_23,25.0,Female,21-10-2022,Marketing,70000.0,,92.0
3406,Ava Miller,,Male,25-09-2016,marketing,55000.0,new york,88.0
3407,Abigail King,27.0,Female,2019/10/25,Sales,75000.0,New York,78.0
3408,Mason Young,45.0,,invalid_date,Sales,67000.0,San Francisco,78.0
3409,Person_59,27.0,Male,invalid_date,HR,,New York,
3410,Person_27,29.0,Fmale,invalid_date,IT,55000.0,,78.0
3411,Person_38,,Male,invalid_date,Sales,62000.0,new york,92.0
3412,Person_24,30.0,,2024/03/01,Sales,,Los Angeles,90.0
3413,Person_40,33.0,Male,2017/08/26,Sales,70000.0,San Francisco,92.0
3414,Person_36,29.0,Male,invalid_date,Finance,75000.0,los angeles,92.0
3415,Person_34,33.0,Female,invalid_date,Marketing,75000.0,,92.0
3416,Person_23,30.0,,2015-04-23,Sales,55000.0,san francisco,88.0
3417,Harper Wright,30.0,Male,03-08-2018,marketing,,,85.0
3418,Person_57,45.0,Male,28-03-2017,Sales,,San Francisco,90.0
3419,Person_40,29.0,Female,invalid_date,Finance,,New York,85.0
3420,Mason Young,33.0,Female,invalid_date,IT,62000.0,san francisco,85.0
3421,Ava Miller,27.0,Fmale,10-10-2015,IT,75000.0,San Francisco,78.0
3422,Person_31,29.0,Female,invalid_date,marketing,,New York,88.0
3423,Elijah Scott,29.0,Female,invalid_date,marketing,0.0,New York,85.0
3424,Person_36,27.0,Male,2023/08/07,Sales,55000.0,san francisco,90.0
3425,Person_35,33.0,,15-07-2022,Sales,67000.0,San Francisco,
3426,Person_38,,,invalid_date,marketing,0.0,,88.0
3427,Person_27,33.0,Female,invalid_date,IT,55000.0,New York,
3428,Elijah Scott,27.0,Female,2016/06/01,IT,,New York,78.0
3429,Ethan Clark,,,13-02-2017,IT,62000.0,new york,90.0
3430,Olivia Davis,,,08-06-2020,Finance,0.0,los angeles,92.0
3431,Liam Brown,30.0,,invalid_date,Sales,,los angeles,90.0
3432,Person_41,45.0,Fmale,invalid_date,Finance,55000.0,New York,
3433,Liam Brown,999.0,Fmale,2020/11/11,Finance,67000.0,,92.0
3434,Person_57,,Female,invalid_date,marketing,75000.0,,92.0
3435,Person_43,27.0,,2021/04/14,Sales,75000.0,los angeles,92.0
3436,Sophia Adams,45.0,,17-02-2023,Finance,75000.0,Los Angeles,78.0
3437,Person_36,30.0,,10-06-2023,HR,75000.0,san francisco,92.0
3438,Ava Miller,,Female,2024-05-15,IT,0.0,San Francisco,88.0
3439,Person_52,999.0,Male,invalid_date,Sales,67000.0,San Francisco,90.0
3440,Person_25,27.0,Fmale,2020/12/04,Sales,70000.0,New York,85.0
3441,Person_23,,Male,invalid_date,IT,62000.0,san francisco,78.0
3442,Person_55,27.0,Male,invalid_date,Finance,0.0,new york,92.0
3443,Person_55,30.0,,2015-01-09,Finance,55000.0,New York,88.0
3444,Person_28,29.0,Fmale,invalid_date,IT,75000.0,Los Angeles,85.0
3445,Person_38,29.0,,invalid_date,Finance,75000.0,New York,88.0
3446,Isabella Garcia,,Female,invalid_date,Finance,67000.0,Los Angeles,
3447,Person_48,25.0,,30-04-2018,Marketing,70000.0,san francisco,90.0
3448,Ava Miller,45.0,Fmale,invalid_date,Marketing,62000.0,los angeles,92.0
3449,Person_48,30.0,,05-06-2019,Finance,0.0,San Francisco,
3450,Olivia Davis,25.0,,02-02-2023,Marketing,,,
3451,Person_40,29.0,Fmale,2015/01/11,Finance,62000.0,,92.0
3452,Person_44,,,2015/03/08,Finance,67000.0,new york,
3453,Person_38,25.0,Male,invalid_date,Finance,55000.0,New York,90.0
3454,Person_28,999.0,,invalid_date,Finance,62000.0,san francisco,92.0
3455,Person_25,25.0,,20-11-2017,Marketing,62000.0,,90.0
3456,Mia Johnson,999.0,,2022/12/05,Sales,62000.0,,85.0
3457,Person_39,,,23-11-2023,Finance,62000.0,New York,85.0
3458,Person_32,29.0,Fmale,2023-10-14,HR,75000.0,new york,85.0
3459,Person_60,45.0,Fmale,2018-02-24,IT,55000.0,los angeles,
3460,Abigail King,,Female,2020-11-26,Sales,0.0,San Francisco,
3461,Logan Allen,45.0,Male,invalid_date,Finance,67000.0,san francisco,
3462,Person_58,30.0,Fmale,09-12-2016,Marketing,55000.0,san francisco,92.0
3463,Ava Miller,,Fmale,2023/02/25,Finance,62000.0,Los Angeles,90.0
3464,Person_23,33.0,Female,invalid_date,HR,55000.0,san francisco,85.0
3465,James Lee,30.0,Female,invalid_date,IT,55000.0,New York,92.0
3466,Person_59,999.0,Male,20-12-2017,Sales,67000.0,,
3467,Person_49,33.0,Fmale,invalid_date,IT,70000.0,san francisco,92.0
3468,Person_40,45.0,Female,28-09-2022,marketing,62000.0,,
3469,Person_58,30.0,Fmale,invalid_date,Finance,55000.0,los angeles,90.0
3470,Ava Miller,,Fmale,2017/01/20,Finance,55000.0,Los Angeles,
3471,Person_39,29.0,,2016-06-12,Finance,67000.0,new york,88.0
3472,Aiden Green,29.0,Fmale,invalid_date,Sales,,,90.0
3473,John Smith,999.0,Male,invalid_date,Finance,67000.0,los angeles,92.0
3474,Person_34,999.0,Male,invalid_date,marketing,,san francisco,85.0
3475,Elijah Scott,30.0,Male,05-11-2020,Marketing,75000.0,Los Angeles,92.0
3476,Liam Brown,45.0,Male,invalid_date,Finance,,los angeles,85.0
3477,Person_53,999.0,Male,26-05-2017,Sales,0.0,los angeles,
3478,Person_30,25.0,Female,invalid_date,HR,70000.0,San Francisco,85.0
3479,Person_45,999.0,Fmale,2024/06/12,marketing,,san francisco,90.0
3480,John Smith,,Male,2017/04/04,IT,70000.0,san francisco,92.0
3481,Person_27,25.0,Female,invalid_date,HR,67000.0,san francisco,85.0
3482,Person_43,27.0,Female,invalid_date,Finance,0.0,Los Angeles,88.0
3483,Person_27,45.0,Fmale,invalid_date,marketing,75000.0,San Francisco,90.0
3484,Person_50,45.0,,2020-07-26,HR,75000.0,San Francisco,78.0
3485,Person_37,30.0,Female,2018-10-02,Finance,70000.0,,78.0
3486,Person_34,999.0,Male,invalid_date,Marketing,0.0,Los Angeles,92.0
3487,Isabella Garcia,29.0,,invalid_date,HR,0.0,san francisco,92.0
3488,Person_26,,Female,05-03-2017,Marketing,75000.0,los angeles,
3489,Ava Miller,25.0,Fmale,invalid_date,Sales,70000.0,Los Angeles,
3490,Person_24,30.0,Female,2016-08-11,IT,70000.0,,
3491,Person_26,45.0,Male,invalid_date,IT,75000.0,San Francisco,78.0
3492,Person_59,25.0,,09-02-2019,Sales,62000.0,,78.0
3493,Person_45,,Male,22-02-2015,Sales,67000.0,new york,88.0
3494,Person_56,999.0,,2020-05-23,Marketing,62000.0,New York,92.0
3495,Person_24,999.0,Male,invalid_date,Finance,,New York,90.0
3496,Lucas Martin,45.0,Male,2022-09-06,Finance,0.0,san francisco,88.0
3497,Person_41,45.0,,invalid_date,Sales,67000.0,Los Angeles,
3498,Mason Young,25.0,,invalid_date,HR,0.0,new york,85.0
3499,John Smith,25.0,Male,invalid_date,HR,70000.0,los angeles,92.0
3500,Person_26,999.0,Male,invalid_date,IT,75000.0,Los Angeles,85.0
